ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01840-076130G0;K 15;25028512;1;C-100;8/8/25;8/7/25;25000
15-070-435-01860-076130G0;K 15;25028524;1;C-110;8/8/25;8/7/25;25000
15-070-435-01880-076130G0;K 15;25028526;1;C-110;8/8/25;8/7/25;25000
15-070-435-01860-076130G0;K 15;25028392;1;C-120;8/7/25 17:00;8/6/25;25000
15-070-435-01800-076130G0;K 15;25028530;1;C-120;8/7/25;8/6/25;25000
15-070-435-01900-076130G0;K 15;25028520;1;C-100;8/7/25;8/6/25;25000
15-070-435-01860-076130G0;K 15;25028515;1;C-100;8/7/25;8/6/25;25000
15-070-435-01880-076130G0;K 15;25028517;1;C-100;8/7/25;8/6/25;25000
15-070-435-01890-076130G0;K 15;25028527;1;C-110;8/7/25;8/6/25;25000
15-070-435-01880-076130G0;K 15;25028536;1;C-130;8/7/25;8/6/25;25000
15-070-435-01860-076130G0;K 15;25028402;1;C-130;8/6/25 17:00;8/5/25;25000
15-070-435-01880-076130G0;K 15;25028393;1;C-120;8/6/25 17:00;8/5/25;25000
05-070-420-00900-076150G0;K 05;25028358;2;C-120;8/6/25 17:00;8/5/25;17500
05-070-420-00700-076150G0;K 05;25028656;1;C-120;8/6/25;8/5/25;25000
15-070-435-01860-076130G0;K 15;25028514;1;C-100;8/6/25;8/6/25;25000
15-070-435-01800-076130G0;K 15;25028533;1;C-130;8/6/25;8/5/25;25000
15-070-435-01840-076130G0;K 15;25028534;1;C-130;8/6/25;8/5/25;25000
15-070-435-01840-076130G0;K 15;25028511;1;C-100;8/6/25;8/5/25;25000
15-070-435-01780-076130G0;K 15;25028588;2;C-100;8/6/25;8/5/25;15000
15-070-435-01740-076130G0;K 15;25028588;1;C-100;8/6/25;8/5/25;10000
15-070-435-01840-076130G0;K 15;25028522;1;C-110;8/6/25;8/5/25;25000
15-070-435-01880-076130G0;K 15;25027689;2;C-110;8/5/25 17:00;8/4/25;15000
05-070-420-00900-076150G0;K 05;25028218;2;C-120;8/5/25 17:00;8/4/25;20000
05-070-420-00500-076150G0;K 05;25028218;1;C-120;8/5/25 17:00;8/4/25;5000
05-070-420-01600-076150G0;K 05;25028217;2;C-120;8/5/25 17:00;8/4/25;7500
05-070-420-01100-076150G0;K 05;25028217;1;C-120;8/5/25 17:00;8/4/25;17500
15-070-435-01680-076130G0;K 15;25027689;1;C-110;8/5/25 17:00;8/4/25;10000
15-070-435-01860-076130G0;K 15;25028513;1;C-100;8/5/25;8/5/25;25000
15-070-435-01840-076130G0;K 15;25028510;1;C-100;8/5/25;8/4/25;25000
05-070-420-00800-076150G0;K 05;25028616;1;C-110;8/5/25;8/4/25;25000
05-070-420-01900-076150G0;K 05;25028615;1;C-110;8/5/25;8/4/25;25000
05-070-420-01900-076150G0;K 05;25028570;2;C-120;8/5/25;8/4/25;11000
05-070-420-01400-076150G0;K 05;25028570;1;C-120;8/5/25;8/4/25;14000
15-070-435-01760-076130G0;K 15;25028398;1;C-130;8/4/25 17:00;8/1/25;25000
15-070-435-01800-076130G0;K 15;25028385;1;C-110;8/4/25 17:00;8/1/25;25000
15-070-435-01880-076130G0;K 15;25028394;1;C-120;8/4/25;8/1/25;25000
15-070-435-01800-076130G0;K 15;25028390;1;C-120;8/4/25;8/1/25;25000
15-070-435-01860-076130G0;K 15;25028380;1;C-100;8/4/25;8/1/25;25000
15-070-435-01800-076130G0;K 15;25028428;1;C-100;8/4/25;8/1/25;25000
15-070-435-01890-076130G0;K 15;25028383;1;C-100;8/4/25;8/1/25;25000
15-070-435-01000-076130G0;K 15;25028427;1;C-100;8/1/25;7/31/25;12500
15-070-435-01720-076130G0;K 15;25028427;2;C-100;8/1/25;7/31/25;12500
15-070-435-01760-076130G0;K 15;25028375;1;C-100;8/1/25;7/31/25;25000
15-070-435-01840-076130G0;K 15;25028377;1;C-100;8/1/25;7/31/25;25000
15-070-435-01900-076130G0;K 15;25028395;1;C-120;8/1/25;7/31/25;10000
15-070-435-01840-076130G0;K 15;25028487;1;C-120;8/1/25;7/31/25;25000
15-070-435-01720-076130G0;K 15;25028459;1;C-130;8/1/25;8/1/25;25000
15-070-435-01860-076130G0;K 15;25028379;1;C-100;8/1/25;7/30/25;25000
15-070-435-01860-076130G0;K 15;25028386;1;C-110;8/1/25;7/31/25;25000
15-070-435-01840-076130G0;K 15;25028389;1;C-110;8/1/25;7/31/25;25000
15-070-435-01680-076130G0;K 15;25028397;2;C-130;8/1/25;7/31/25;10000
15-070-435-01800-076130G0;K 15;25028284;1;C-100;7/31/25 17:00;7/30/25;25000
15-070-435-01860-076130G0;K 15;25027976;2;C-100;7/31/25 17:00;7/30/25;19000
15-070-435-18200-076140G0;K 15;25027976;1;C-100;7/31/25 17:00;7/30/25;6000
15-070-435-10500-076130G0;K 15;25028333;4;C-100;7/31/25;7/30/25;7500
15-070-435-01700-076130G0;K 15;25028334;1;C-110;7/31/25;7/30/25;10000
15-070-435-01880-076130G0;K 15;25028334;2;C-110;7/31/25;7/30/25;15000
15-070-435-01680-076130G0;K 15;25028333;3;C-100;7/31/25;7/30/25;7500
15-070-435-01860-076130G0;K 15;25028403;1;C-130;7/31/25;7/30/25;25000
15-070-435-01090-076130G0;K 15;25028333;1;C-100;7/31/25;7/30/25;5000
15-070-435-01110-076130G0;K 15;25028333;2;C-100;7/31/25;7/30/25;5000
15-070-435-01860-076130G0;K 15;25026865;2;C-100;7/30/25 17:00;7/29/25;17500
15-070-435-01700-076130G0;K 15;25026865;1;C-100;7/30/25 17:00;7/29/25;7500
05-070-420-00900-076150G0;K 05;25028462;2;C-120;7/30/25;7/29/25;15000
15-070-435-01880-076130G0;K 15;25028382;1;C-100;7/30/25;7/29/25;25000
15-070-435-01840-076130G0;K 15;25028401;1;C-130;7/30/25;7/29/25;25000
05-070-420-00600-076150G0;K 05;25028462;1;C-120;7/30/25;7/29/25;10000
15-070-435-01740-076130G0;K 15;25028407;1;C-130;7/30/25;7/29/25;15000
15-070-435-01880-076130G0;K 15;25028405;1;C-130;7/30/25;7/30/25;25000
15-070-435-01840-076130G0;K 15;25028376;1;C-100;7/30/25;7/29/25;25000
15-070-435-01880-076130G0;K 15;25028387;1;C-110;7/29/25;7/28/25;25000
15-070-435-01840-076130G0;K 15;25028391;1;C-120;7/29/25;7/28/25;25000
05-070-420-01400-076150G0;K 05;25028486;1;C-110;7/29/25;7/28/25;25000
15-070-435-01880-076130G0;K 15;25028381;1;C-100;7/29/25;7/28/25;25000
15-070-435-01800-076130G0;K 15;25028399;1;C-130;7/29/25;7/29/25;25000
15-070-435-01860-076130G0;K 15;25028378;1;C-100;7/29/25;7/28/25;25000
15-070-435-01880-076130G0;K 15;25028404;1;C-130;7/29/25;7/28/25;25000
15-070-435-01860-076130G0;K 15;25028313;1;C-120;7/28/25;7/25/25;25000
15-070-435-01880-076130G0;K 15;25028347;1;C-130;7/28/25;7/25/25;25000
15-070-435-01860-076130G0;K 15;25028291;1;C-100;7/28/25;7/25/25;25000
15-070-435-01840-076130G0;K 15;25028311;1;C-120;7/28/25;7/25/25;25000
15-070-435-01760-076130G0;K 15;25028298;1;C-110;7/28/25;7/25/25;25000
15-070-435-01860-076130G0;K 15;25028302;1;C-110;7/28/25;7/25/25;25000
15-070-435-01860-076130G0;K 15;25028327;1;C-130;7/28/25;7/25/25;25000
15-070-435-01900-076130G0;K 15;25028295;1;C-100;7/28/25;7/25/25;25000
15-070-435-00980-076130G0;K 15;25028348;1;C-130;7/25/25;7/24/25;10000
15-070-435-01880-076130G0;K 15;25028348;2;C-130;7/25/25;7/24/25;15000
15-070-435-01800-076130G0;K 15;25028324;1;C-130;7/25/25;7/24/25;25000
15-070-435-01800-076130G0;K 15;25028309;1;C-120;7/25/25;7/24/25;25000
15-070-435-01880-076130G0;K 15;25028293;1;C-100;7/25/25;7/24/25;25000
15-070-435-01880-076130G0;K 15;25028304;1;C-110;7/25/25;7/24/25;25000
15-070-435-01840-076130G0;K 15;25028287;1;C-100;7/25/25;7/24/25;25000
15-070-435-01170-076130G0;K 15;25028320;1;C-130;7/24/25;7/23/25;15000
15-070-435-01190-076130G0;K 15;25028320;2;C-130;7/24/25;7/23/25;10000
15-070-435-01880-076130G0;K 15;25028329;1;C-130;7/24/25;7/23/25;25000
15-070-435-01880-076130G0;K 15;25028315;1;C-120;7/24/25;7/23/25;25000
15-070-435-01840-076130G0;K 15;25028325;1;C-130;7/24/25;7/23/25;25000
15-070-435-01880-076130G0;K 15;25028292;1;C-100;7/24/25;7/23/25;25000
15-070-435-01890-076130G0;K 15;25028294;1;C-100;7/24/25;7/23/25;25000
15-070-435-01840-076130G0;K 15;25028300;1;C-110;7/24/25;7/23/25;25000
15-070-435-01890-076130G0;K 15;25028305;1;C-110;7/24/25;7/23/25;25000
15-070-435-01860-076130G0;K 15;25028290;1;C-100;7/24/25;7/23/25;25000
15-070-435-01800-076130G0;K 15;25028283;1;C-100;7/23/25;7/22/25;25000
15-070-435-01760-076130G0;K 15;25028321;1;C-130;7/23/25;7/22/25;25000
15-070-435-01880-076130G0;K 15;25028328;1;C-130;7/23/25;7/23/25;25000
15-070-435-01890-076130G0;K 15;25028330;1;C-130;7/23/25;7/23/25;12500
15-070-435-01900-076130G0;K 15;25028330;2;C-130;7/23/25;7/23/25;12500
15-070-435-01880-076130G0;K 15;25028314;1;C-120;7/23/25;7/22/25;25000
15-070-435-01840-076130G0;K 15;25028310;1;C-120;7/23/25;7/22/25;25000
15-070-435-01860-076130G0;K 15;25028289;1;C-100;7/23/25;7/22/25;25000
15-070-435-01800-076130G0;K 15;25028299;1;C-110;7/23/25;7/22/25;25000
15-070-435-01860-076130G0;K 15;25028301;1;C-110;7/23/25;7/22/25;25000
05-070-420-01100-076150G0;K 05;25028307;1;C-110;7/23/25;7/22/25;25000
15-070-435-01860-076130G0;K 15;25028326;1;C-130;7/23/25;7/22/25;25000
15-070-435-01840-076130G0;K 15;25028286;1;C-100;7/23/25;7/22/25;25000
15-070-435-01860-076130G0;K 15;25027467;2;C-100;7/22/25 17:00;7/21/25;12500
15-070-435-00750-076130G0;K 15;25027467;1;C-100;7/22/25 17:00;7/21/25;12500
15-070-435-01900-076130G0;K 15;25028184;1;C-110;7/22/25 17:00;7/21/25;15000
15-070-435-01880-076130G0;K 15;25028303;1;C-110;7/22/25;7/21/25;25000
15-070-435-01890-076130G0;K 15;25028316;1;C-120;7/22/25;7/21/25;25000
05-070-420-01400-076150G0;K 05;25028361;2;C-120;7/22/25;7/21/25;13500
05-070-420-01900-076150G0;K 05;25028361;3;C-120;7/22/25;7/21/25;10000
15-070-435-01840-076130G0;K 15;25028285;1;C-100;7/22/25;7/21/25;25000
15-070-435-01860-076130G0;K 15;25028288;1;C-100;7/22/25;7/21/25;25000
15-070-435-01780-076130G0;K 15;25028322;2;C-130;7/22/25;7/22/25;10000
15-070-435-01740-076130G0;K 15;25028322;1;C-130;7/22/25;7/22/25;15000
15-070-435-01860-076130G0;K 15;25028312;1;C-120;7/22/25;7/21/25;25000
15-070-435-01800-076130G0;K 15;25028323;1;C-130;7/22/25;7/21/25;25000
15-070-435-01780-076130G0;K 15;25028150;1;C-100;7/21/25;7/18/25;12500
15-070-435-01820-076130G0;K 15;25028150;2;C-100;7/21/25;7/18/25;12500
15-070-435-01840-076130G0;K 15;25028151;1;C-100;7/21/25;7/18/25;25000
15-070-435-01720-076130G0;K 15;25028158;1;C-110;7/21/25;7/18/25;25000
15-070-435-01720-076130G0;K 15;25028171;1;C-130;7/21/25;7/18/25;25000
15-070-435-01880-076130G0;K 15;25028173;1;C-130;7/21/25;7/21/25;25000
15-070-435-01840-076130G0;K 15;25028181;1;C-120;7/21/25;7/18/25;25000
15-070-435-01840-076130G0;K 15;25028182;1;C-130;7/21/25;7/18/25;25000
15-070-435-01800-076130G0;K 15;25028149;1;C-100;7/21/25;7/18/25;25000
15-070-435-01860-076130G0;K 15;25028156;1;C-110;7/18/25;7/17/25;25000
15-070-435-01800-076130G0;K 15;25028161;3;C-120;7/18/25;7/16/25;14500
15-070-435-01880-076130G0;K 15;25028157;1;C-110;7/18/25;7/17/25;25000
15-070-435-01880-076130G0;K 15;25028162;1;C-120;7/18/25;7/17/25;25000
15-070-435-01840-076130G0;K 15;25028190;1;C-100;7/18/25;7/17/25;25000
15-070-435-01860-076130G0;K 15;25028170;1;C-130;7/18/25;7/17/25;25000
15-070-435-01860-076130G0;K 15;25028147;1;C-100;7/18/25;7/17/25;25000
15-070-435-01890-076130G0;K 15;25028148;1;C-100;7/18/25;7/17/25;25000
15-070-435-01820-076130G0;K 15;25028169;1;C-130;7/18/25;7/17/25;25000
15-070-435-13500-076130G0;K 15;25028027;1;C-100;7/17/25 17:00;7/16/25;15000
15-070-435-01860-076130G0;K 15;25028027;2;C-100;7/17/25 17:00;7/16/25;10000
15-070-435-01800-076130G0;K 15;25028172;1;C-130;7/17/25 17:00;7/16/25;25000
15-070-435-01880-076130G0;K 15;25028167;1;C-130;7/17/25;7/16/25;25000
15-070-435-01860-076130G0;K 15;25028144;1;C-100;7/17/25;7/16/25;25000
15-070-435-01880-076130G0;K 15;25028145;1;C-100;7/17/25;7/16/25;25000
15-070-435-01860-076130G0;K 15;25028160;1;C-120;7/17/25;7/16/25;25000
15-070-435-01840-076130G0;K 15;25028154;1;C-110;7/17/25;7/16/25;25000
15-070-435-01840-076130G0;K 15;25028166;1;C-130;7/17/25;7/16/25;25000
05-070-420-01100-076150G0;K 05;25027140;2;C-120;7/16/25 17:00;7/15/25;15000
05-070-420-01000-076150G0;K 05;25027140;1;C-120;7/16/25 17:00;7/15/25;10000
15-070-435-01880-076130G0;K 15;25026247;2;C-130;7/16/25 17:00;7/15/25;15000
15-070-435-01700-076130G0;K 15;25026247;1;C-130;7/16/25 17:00;7/15/25;10000
05-070-420-00800-076150G0;K 05;25028264;1;C-110;7/16/25;7/16/25;25000
15-070-435-01800-076130G0;K 15;25028142;1;C-100;7/16/25;7/15/25;25000
15-070-435-01860-076130G0;K 15;25028165;1;C-130;7/16/25;7/15/25;25000
15-070-435-01880-076130G0;K 15;25028159;1;C-120;7/16/25;7/15/25;25000
15-070-435-01800-076130G0;K 15;25028153;1;C-110;7/16/25;7/15/25;25000
15-070-435-01840-076130G0;K 15;25028143;1;C-100;7/16/25;7/15/25;25000
15-070-435-01800-076130G0;K 15;25027830;1;C-120;7/15/25 17:00;7/14/25;25000
15-070-435-01880-076130G0;K 15;25027824;1;C-110;7/15/25 17:00;7/14/25;25000
15-070-435-01880-076130G0;K 15;25028139;1;C-100;7/15/25;7/14/25;25000
15-070-435-01900-076130G0;K 15;25028140;1;C-100;7/15/25;7/14/25;25000
15-070-435-01780-076130G0;K 15;25028192;1;C-120;7/15/25;7/14/25;7500
05-070-420-01100-076150G0;K 05;25028219;1;C-110;7/15/25;7/14/25;12500
15-070-435-01900-076130G0;K 15;25028192;3;C-120;7/15/25;7/14/25;7500
05-070-420-00700-076150G0;K 05;25028212;1;C-120;7/15/25;7/14/25;15000
05-070-420-00900-076150G0;K 05;25028212;2;C-120;7/15/25;7/14/25;10000
15-070-435-01880-076130G0;K 15;25028164;1;C-130;7/15/25;7/14/25;25000
15-070-435-01800-076130G0;K 15;25028163;1;C-130;7/15/25;7/14/25;25000
15-070-435-01820-076130G0;K 15;25028192;2;C-120;7/15/25;7/14/25;10000
15-070-435-01840-076130G0;K 15;25028066;1;C-130;7/14/25;7/11/25;25000
15-070-435-01840-076130G0;K 15;25028047;1;C-100;7/14/25;7/11/25;25000
15-070-435-01860-076130G0;K 15;25028049;1;C-100;7/14/25;7/11/25;25000
15-070-435-01760-076130G0;K 15;25028056;1;C-110;7/14/25;7/11/25;25000
15-070-435-01860-076130G0;K 15;25028096;1;C-130;7/14/25;7/14/25;25000
15-070-435-01760-076130G0;K 15;25028059;1;C-120;7/14/25;7/11/25;25000
15-070-435-01880-076130G0;K 15;25028097;1;C-130;7/14/25;7/11/25;25000
15-070-435-01880-076130G0;K 15;25028094;1;C-100;7/14/25;7/11/25;25000
15-070-435-01840-076130G0;K 15;25028057;1;C-110;7/14/25;7/11/25;25000
15-070-435-01840-076130G0;K 15;25028060;1;C-120;7/11/25;7/10/25;25000
15-070-435-01880-076130G0;K 15;25028061;1;C-120;7/11/25;7/10/25;25000
15-070-435-01860-076130G0;K 15;25028068;1;C-130;7/11/25;7/10/25;25000
15-070-435-01880-076130G0;K 15;25028058;1;C-110;7/11/25;7/10/25;25000
15-070-435-01880-076130G0;K 15;25028051;1;C-100;7/11/25;7/10/25;25000
15-070-435-01860-076130G0;K 15;25028048;1;C-100;7/11/25;7/10/25;25000
15-070-435-01880-076130G0;K 15;25028070;1;C-130;7/11/25;7/10/25;25000
15-070-435-00700-076130G0;K 15;25026598;1;C-100;7/10/25 17:00;7/9/25;10000
15-070-435-01800-076130G0;K 15;25027865;1;C-110;7/10/25 17:00;7/9/25;25000
15-070-435-01840-076130G0;K 15;25026598;2;C-100;7/10/25 17:00;7/9/25;15000
15-070-435-01800-076130G0;K 15;25028065;1;C-130;7/10/25;7/9/25;25000
15-070-435-01840-076130G0;K 15;25028046;1;C-100;7/10/25;7/9/25;25000
15-070-435-01800-076130G0;K 15;25027813;1;C-100;7/9/25 17:00;7/8/25;25000
15-070-435-01880-076130G0;K 15;25027062;2;C-120;7/9/25 17:00;7/8/25;17500
15-070-435-01680-076130G0;K 15;25027062;1;C-120;7/9/25 17:00;7/8/25;7500
15-070-435-01860-076130G0;K 15;25027867;1;C-110;7/9/25 17:00;7/8/25;25000
05-070-420-00900-076150G0;K 05;25028054;2;C-110;7/9/25 17:00;7/8/25;15000
15-070-435-01860-076130G0;K 15;25027832;1;C-120;7/9/25 17:00;7/8/25;25000
15-070-435-01800-076130G0;K 15;25028095;1;C-130;7/9/25;7/8/25;25000
15-070-435-01880-076130G0;K 15;25028050;1;C-100;7/9/25;7/8/25;25000
05-070-420-00900-076150G0;K 05;25028098;3;C-110;7/9/25;7/8/25;16400
15-070-435-01880-076130G0;K 15;25028069;1;C-130;7/9/25;7/8/25;25000
15-070-435-01660-076130G0;K 15;25028098;4;C-110;7/9/25;7/8/25;3600
15-070-435-01840-076130G0;K 15;25027825;1;C-110;7/8/25 17:00;7/7/25;25000
15-070-435-01840-076130G0;K 15;25027815;1;C-100;7/8/25 17:00;7/8/25;25000
15-070-435-01760-076130G0;K 15;25027685;1;C-130;7/8/25 17:00;7/8/25;25000
05-070-420-01900-076150G0;K 05;25028092;2;C-120;7/8/25;7/7/25;10000
05-070-420-01400-076150G0;K 05;25028092;1;C-120;7/8/25;7/7/25;15000
15-070-435-01860-076130G0;K 15;25028067;1;C-130;7/8/25;7/7/25;25000
15-070-435-01840-076130G0;K 15;25027691;1;C-100;7/7/25 17:00;7/4/25;25000
15-070-435-01880-076130G0;K 15;25027870;1;C-110;7/7/25;7/4/25;25000
15-070-435-01800-076130G0;K 15;25027872;1;C-120;7/7/25;7/4/25;25000
15-070-435-01860-076130G0;K 15;25027857;1;C-100;7/7/25;7/4/25;25000
15-070-435-01860-076130G0;K 15;25027947;1;C-130;7/7/25;7/7/25;15000
15-070-435-01800-076130G0;K 15;25027850;1;C-100;7/7/25;7/4/25;25000
15-070-435-01890-076130G0;K 15;25027861;1;C-100;7/7/25;7/4/25;25000
15-070-435-01880-076130G0;K 15;25027967;1;C-130;7/7/25;7/7/25;25000
15-070-435-10500-076130G0;K 15;25027885;1;C-100;7/4/25 17:00;7/3/25;7500
15-070-435-01860-076130G0;K 15;25027885;2;C-100;7/4/25 17:00;7/3/25;17500
15-070-435-01880-076130G0;K 15;25027829;1;C-120;7/4/25 17:00;7/3/25;25000
15-070-435-01800-076130G0;K 15;25027875;1;C-130;7/4/25 17:00;7/3/25;25000
15-070-435-01840-076130G0;K 15;25027853;1;C-100;7/4/25;7/3/25;25000
15-070-435-01880-076130G0;K 15;25027879;1;C-130;7/4/25;7/3/25;25000
15-070-435-01900-076130G0;K 15;25027860;1;C-100;7/4/25;7/3/25;25000
15-070-435-01880-076130G0;K 15;25027859;1;C-100;7/4/25;7/3/25;25000
15-070-435-01840-076130G0;K 15;25027946;1;C-130;7/4/25;7/3/25;25000
15-070-435-01890-076130G0;K 15;25027871;1;C-110;7/4/25;7/3/25;25000
05-070-420-02900-076150G0;K 05;25027590;2;C-120;7/3/25 17:00;7/3/25;10000
15-070-435-01840-076130G0;K 15;25027831;1;C-120;7/3/25 17:00;7/2/25;25000
05-070-420-03500-076150G0;K 05;25026868;3;C-120;7/3/25 17:00;7/2/25;5000
05-070-420-02500-076150G0;K 05;25026868;2;C-120;7/3/25 17:00;7/2/25;7500
05-070-420-01100-076150G0;K 05;25026868;1;C-120;7/3/25 17:00;7/2/25;12500
05-070-420-02200-076150G0;K 05;25027590;1;C-120;7/3/25 17:00;7/3/25;15000
15-070-435-01860-076130G0;K 15;25027866;1;C-110;7/3/25 17:00;7/2/25;25000
15-070-435-01860-076130G0;K 15;25027856;1;C-100;7/3/25;7/3/25;25000
15-070-435-01880-076130G0;K 15;25027878;1;C-130;7/3/25;7/2/25;25000
15-070-435-01880-076130G0;K 15;25027869;1;C-110;7/3/25;7/2/25;25000
15-070-435-01000-076130G0;K 15;25027847;2;C-100;7/3/25;7/2/25;12500
15-070-435-01720-076130G0;K 15;25027864;2;C-110;7/3/25;7/3/25;15000
15-070-435-01840-076130G0;K 15;25028023;2;C-130;7/3/25;7/3/25;15000
15-070-435-01190-076130G0;K 15;25028023;1;C-130;7/3/25;7/3/25;10000
15-070-435-01780-076130G0;K 15;25027848;1;C-100;7/2/25 17:00;7/1/25;12500
15-070-435-01890-076130G0;K 15;25027676;1;C-120;7/2/25 17:00;7/1/25;25000
15-070-435-01840-076130G0;K 15;25027664;1;C-110;7/2/25 17:00;6/30/25;25000
15-070-435-01820-076130G0;K 15;25027848;2;C-100;7/2/25 17:00;7/1/25;12500
15-070-435-01860-076130G0;K 15;25027827;1;C-120;7/2/25 17:00;7/1/25;25000
15-070-435-01800-076130G0;K 15;25027823;1;C-110;7/2/25 17:00;7/1/25;25000
15-070-435-01880-076130G0;K 15;25027672;1;C-120;7/2/25 17:00;7/1/25;25000
15-070-435-01860-076130G0;K 15;25027855;1;C-100;7/2/25;7/1/25;25000
15-070-435-01860-076130G0;K 15;25027877;1;C-130;7/2/25;7/1/25;25000
15-070-435-01840-076130G0;K 15;25027876;1;C-130;7/2/25;7/2/25;25000
05-070-420-00800-076150G0;K 05;25021902;2;C-120;7/2/25;7/1/25;10000
05-070-420-00650-076150G0;K 05;25021902;1;C-120;7/2/25;7/1/25;15000
15-070-435-01840-076130G0;K 15;25027852;1;C-100;7/2/25;7/1/25;25000
15-070-435-01880-076130G0;K 15;25027858;1;C-100;7/2/25;7/1/25;25000
15-070-435-01880-076130G0;K 15;25027530;1;C-130;7/1/25 17:00;6/30/25;25000
15-070-435-01890-076130G0;K 15;25027684;1;C-130;7/1/25 17:00;6/27/25;25000
15-070-435-01800-076130G0;K 15;25027874;1;C-130;7/1/25 17:00;6/30/25;25000
15-070-435-01840-076130G0;K 15;25027851;1;C-100;7/1/25;6/30/25;25000
15-070-435-01860-076130G0;K 15;25027854;1;C-100;7/1/25;7/1/25;25000
15-070-435-01800-076130G0;K 15;25027849;1;C-100;7/1/25;6/30/25;25000
15-070-435-01880-076130G0;K 15;25027868;1;C-110;7/1/25;7/1/25;25000
15-070-435-01000-076130G0;K 15;25027945;3;C-130;7/1/25;7/1/25;7500
15-070-435-00980-076130G0;K 15;25027945;2;C-130;7/1/25;7/1/25;7500
05-070-420-00800-076150G0;K 05;25026772;1;C-120;6/30/25 17:00;6/27/25;10000
05-070-420-00850-076150G0;K 05;25026772;2;C-120;6/30/25 17:00;6/27/25;15000
15-070-435-01760-076130G0;K 15;25027667;1;C-110;6/30/25 17:00;6/27/25;25000
15-070-435-01890-076130G0;K 15;25027820;1;C-100;6/30/25;6/27/25;25000
15-070-435-01880-076130G0;K 15;25027833;1;C-120;6/30/25;6/27/25;25000
15-070-435-01860-076130G0;K 15;25027826;1;C-110;6/30/25;6/27/25;22400
15-070-435-01860-076130G0;K 15;25027819;1;C-100;6/30/25;6/30/25;25000
15-070-435-01880-076130G0;K 15;25027838;1;C-130;6/30/25;6/30/25;25000
05-070-420-01220-076150G0;K 05;25027826;2;C-110;6/30/25;6/27/25;2600
15-070-435-01860-076130G0;K 15;25027837;1;C-130;6/30/25;6/27/25;25000
15-070-435-01840-076130G0;K 15;25027686;1;C-130;6/26/25 17:00;6/25/25;25000
15-070-435-01880-076130G0;K 15;25027454;1;C-130;6/26/25 17:00;6/24/25;25000
15-070-435-01880-076130G0;K 15;25027816;1;C-100;6/26/25;6/25/25;25000
15-070-435-01800-076130G0;K 15;25027835;1;C-130;6/26/25;6/26/25;25000
15-070-435-01860-076130G0;K 15;25027528;1;C-130;6/25/25 17:00;6/25/25;25000
15-070-435-01880-076130G0;K 15;25027660;1;C-110;6/25/25 17:00;6/24/25;25000
15-070-435-01760-076130G0;K 15;25027828;2;C-120;6/25/25;6/24/25;17500
15-070-435-01860-076130G0;K 15;25027814;1;C-100;6/25/25;6/24/25;25000
15-070-435-01700-076130G0;K 15;25027466;1;C-110;6/24/25 17:00;6/23/25;7500
15-070-435-01800-076130G0;K 15;25027526;1;C-130;6/24/25 17:00;6/23/25;25000
15-070-435-01840-076130G0;K 15;25027466;2;C-110;6/24/25 17:00;6/23/25;17500
15-070-435-01860-076130G0;K 15;25027812;1;C-100;6/24/25;6/23/25;25000
15-070-435-01840-076130G0;K 15;25027811;1;C-100;6/24/25;6/23/25;25000
15-070-435-01880-076130G0;K 15;25027834;1;C-130;6/24/25;6/24/25;25000
15-070-435-01840-076130G0;K 15;25027671;1;C-120;6/23/25 17:00;6/20/25;25000
15-070-435-01860-076130G0;K 15;25027882;1;C-100;6/23/25;6/23/25;23500
15-070-435-01860-076130G0;K 15;25027708;1;C-100;6/23/25;;23700
15-070-435-01760-076130G0;K 15;25027126;1;C-130;6/23/25;6/23/25;25000
15-070-435-01860-076130G0;K 15;25027687;1;C-130;6/23/25;6/20/25;25000
15-070-435-01880-076130G0;K 15;25027657;1;C-100;6/23/25;6/20/25;25000
15-070-435-01890-076130G0;K 15;25027658;1;C-100;6/23/25;6/20/25;25000
15-070-435-01880-076130G0;K 15;25027688;1;C-130;6/23/25;6/23/25;25000
15-070-435-01880-076130G0;K 15;25027668;1;C-110;6/23/25;6/20/25;25000
05-070-420-01100-076150G0;K 05;25027510;1;C-110;6/20/25 17:00;6/18/25;25000
15-070-435-01720-076130G0;K 15;25027681;1;C-130;6/20/25;6/18/25;15000
15-070-435-01780-076130G0;K 15;25027681;2;C-130;6/20/25;6/18/25;10000
15-070-435-01860-076130G0;K 15;25027655;1;C-100;6/20/25;6/18/25;25000
15-070-435-01900-076130G0;K 15;25027690;2;C-100;6/20/25;6/18/25;23600
15-070-435-01800-076130G0;K 15;25027665;1;C-110;6/20/25;6/18/25;15000
15-070-435-01800-076130G0;K 15;25027654;1;C-100;6/20/25;6/18/25;25000
15-070-435-01880-076130G0;K 15;25027674;1;C-120;6/20/25;6/18/25;25000
